CONTROL;SHIPMONTH;WEIGHT;WGTADJ;REGION;SECTIONS;STATUS;PRICE;SQFT;BEDROOMS;TITLED;LOCATION;FOUNDATION;SECURED;JSTATUS;JPRICE;JSQFT;JBEDROOM;JTITLE;JLOCATION;JFOUNDATION;JSECURED
19060306;201906;26,8464;0,9968;3;2;2;99000;1900;3;2;3;1;9;R;R;R;R;R;R;R;R
19060307;201906;26,8464;0,9968;3;2;2;111000;1900;1;1;1;1;9;R;R;R;R;R;R;R;R
19060308;201906;7,2091;0,9968;2;2;2;77000;1200;3;1;3;1;9;R;R;R;R;R;R;R;R
19060309;201906;7,2091;0,9968;2;2;2;107000;1700;3;1;1;1;9;I;I;I;I;I;I;I;I
19060310;201906;9,9579;0,9968;4;2;1;165000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19060311;201906;9,9579;0,9968;4;2;1;91000;1200;1;9;9;9;9;R;I;R;R;9;9;9;9
19060312;201906;9,9579;0,9968;4;2;1;96000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19060313;201906;9,9579;0,9968;4;2;1;103000;1600;1;9;9;9;9;I;I;I;I;9;9;9;9
19060314;201906;9,9579;0,9968;4;2;1;104000;1600;3;9;9;9;9;R;I;I;I;9;9;9;9
19060315;201906;9,9579;0,9968;4;2;1;134000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19060316;201906;9,9579;0,9968;4;2;1;91000;1200;1;9;9;9;9;I;I;I;I;9;9;9;9
19060317;201906;9,9579;0,9968;4;2;1;121000;2100;3;9;9;9;9;I;I;I;I;9;9;9;9
19060318;201906;26,8464;0,9968;3;2;1;52000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060319;201906;26,8464;0,9968;3;2;1;94000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060320;201906;26,8464;0,9968;3;2;1;86000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19060321;201906;26,8464;0,9968;3;2;1;65000;1800;3;9;9;9;9;R;R;R;R;9;9;9;9
19060322;201906;26,8464;0,9968;3;2;1;63000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060323;201906;26,8464;0,9968;3;2;1;85000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19060324;201906;26,8464;0,9968;3;2;1;102000;1400;3;9;9;9;9;R;R;R;R;9;9;9;9
19060325;201906;26,8464;0,9968;3;2;1;52000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060326;201906;9,9579;0,9968;4;2;1;147000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19060327;201906;5,8167;0,9968;1;2;1;96000;1300;1;9;9;9;9;R;I;R;R;9;9;9;9
19060328;201906;5,8167;0,9968;1;2;1;100000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060329;201906;26,8464;0,9968;3;2;1;119000;2000;3;9;9;9;9;I;I;I;I;9;9;9;9
19060330;201906;7,2091;0,9968;2;2;1;122000;2000;3;9;9;9;9;R;R;R;R;9;9;9;9
19060331;201906;26,8464;0,9968;3;2;1;78000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060332;201906;9,9579;0,9968;4;2;1;94000;1300;3;9;9;9;9;I;I;I;I;9;9;9;9
19060333;201906;7,2091;0,9968;2;2;1;93000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19060334;201906;26,8464;0,9968;3;2;1;107000;1700;3;9;9;9;9;R;I;R;R;9;9;9;9
19060335;201906;26,8464;0,9968;3;2;1;115000;2300;3;9;9;9;9;R;R;R;R;9;9;9;9
19060336;201906;26,8464;0,9968;3;2;1;132000;2500;3;9;9;9;9;I;I;I;I;9;9;9;9
19060337;201906;26,8464;0,9968;3;2;1;103000;1600;3;9;9;9;9;R;I;I;I;9;9;9;9
19060338;201906;9,9579;0,9968;4;2;1;153000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19060339;201906;9,9579;0,9968;4;2;1;105000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19060340;201906;26,8464;0,9968;3;2;1;88000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19060341;201906;26,8464;0,9968;3;2;1;114000;1900;3;9;9;9;9;R;I;I;I;9;9;9;9
19060342;201906;7,2091;0,9968;2;2;1;63000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060343;201906;7,2091;0,9968;2;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19060344;201906;7,2091;0,9968;2;2;1;75000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060345;201906;26,8464;0,9968;3;2;1;140000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19060346;201906;26,8464;0,9968;3;2;1;110000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19060347;201906;26,8464;0,9968;3;2;1;119000;2000;3;9;9;9;9;R;I;R;R;9;9;9;9
19060348;201906;9,9579;0,9968;3;2;1;106000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19060349;201906;26,8464;0,9968;3;2;1;118000;2000;3;9;9;9;9;R;I;R;R;9;9;9;9
19060350;201906;7,2091;0,9968;2;2;1;107000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19060351;201906;26,8464;0,9968;3;2;1;70000;2000;3;9;9;9;9;R;R;R;R;9;9;9;9
19060352;201906;26,8464;0,9968;3;2;1;68000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060353;201906;7,2091;0,9968;2;2;1;92000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060354;201906;26,8464;0,9968;3;2;1;95000;1900;3;9;9;9;9;R;R;R;R;9;9;9;9
19060355;201906;26,8464;0,9968;3;2;1;71000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19060356;201906;26,8464;0,9968;3;2;1;52000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060357;201906;9,9579;0,9968;4;2;1;119000;1700;1;9;9;9;9;R;R;R;R;9;9;9;9
19060358;201906;9,9579;0,9968;4;2;1;117000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19060359;201906;9,9579;0,9968;4;2;1;94000;1300;3;9;9;9;9;I;I;I;I;9;9;9;9
19060360;201906;26,8464;0,9968;3;2;1;100000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060361;201906;7,2091;0,9968;2;2;1;89000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19060362;201906;9,9579;0,9968;4;2;1;83000;1200;1;9;9;9;9;R;R;R;R;9;9;9;9
19060363;201906;26,8464;0,9968;2;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19060364;201906;5,8167;0,9968;1;2;1;100000;2000;3;9;9;9;9;R;R;R;R;9;9;9;9
19060365;201906;5,8167;0,9968;1;2;1;96000;1300;3;9;9;9;9;I;I;I;I;9;9;9;9
19060366;201906;9,9579;0,9968;4;2;1;96000;1300;3;9;9;9;9;I;I;I;I;9;9;9;9
19060367;201906;7,2091;0,9968;2;2;1;69000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19060368;201906;7,2091;0,9968;2;2;1;76000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19060369;201906;7,2091;0,9968;2;2;1;100000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19060370;201906;7,2091;0,9968;2;2;1;84000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060371;201906;7,2091;0,9968;2;2;1;97000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19060372;201906;7,2091;0,9968;2;2;1;99000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19060373;201906;7,2091;0,9968;2;2;1;88000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060374;201906;7,2091;0,9968;2;2;1;139000;2400;3;9;9;9;9;R;R;R;R;9;9;9;9
19060375;201906;7,2091;0,9968;2;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19060376;201906;26,8464;0,9968;3;2;1;99000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060377;201906;7,2091;0,9968;2;2;1;119000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060378;201906;7,2091;0,9968;2;2;1;139000;2400;3;9;9;9;9;R;R;R;R;9;9;9;9
19060379;201906;5,8167;0,9968;1;2;1;97000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19060380;201906;5,8167;0,9968;1;2;1;65000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19060381;201906;5,8167;0,9968;1;2;1;70000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19060382;201906;26,8464;0,9968;3;2;1;80000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060383;201906;9,9579;0,9968;4;2;1;99000;1500;3;9;9;9;9;I;I;I;I;9;9;9;9
19060384;201906;7,2091;0,9968;2;2;1;111000;1800;3;9;9;9;9;I;I;I;I;9;9;9;9
19060385;201906;5,8167;0,9968;1;2;1;55000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19060386;201906;7,2091;0,9968;2;2;1;107000;1700;3;9;9;9;9;R;I;I;I;9;9;9;9
19060387;201906;5,8167;0,9968;1;2;1;107000;1700;3;9;9;9;9;R;I;R;R;9;9;9;9
19060388;201906;9,9579;0,9968;4;2;1;171000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060389;201906;26,8464;0,9968;3;2;1;107000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19060390;201906;26,8464;0,9968;3;2;1;89000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19060391;201906;7,2091;0,9968;2;2;1;116000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060392;201906;7,2091;0,9968;2;2;1;79000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060393;201906;26,8464;0,9968;3;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19060394;201906;26,8464;0,9968;3;2;1;115000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19060395;201906;26,8464;0,9968;3;2;1;118000;2000;3;9;9;9;9;I;I;I;I;9;9;9;9
19060396;201906;26,8464;0,9968;3;2;1;72000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060397;201906;26,8464;0,9968;3;2;1;75000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060398;201906;7,2091;0,9968;2;2;1;88000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19060399;201906;7,2091;0,9968;2;2;1;95000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19060400;201906;7,2091;0,9968;2;2;1;92000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19060401;201906;26,8464;0,9968;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19060402;201906;9,9579;0,9968;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19060403;201906;7,2091;0,9968;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19060404;201906;5,8167;0,9968;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19060405;201906;26,8464;0,9968;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19070001;201907;47,9357;0,9411;3;1;2;59000;1200;3;2;3;2;1;I;I;I;I;I;I;I;I
19070002;201907;47,9357;0,9411;3;1;2;41000;840;3;2;3;3;1;R;R;R;R;R;R;R;R
19070003;201907;13,6273;0,9411;3;1;2;54000;1100;3;2;3;3;1;I;I;I;I;I;I;I;I
19070004;201907;16,7158;0,9411;4;1;2;43200;750;1;1;3;2;1;I;I;I;I;I;I;I;I
19070005;201907;47,9357;0,9411;3;1;2;39400;900;1;2;3;3;1;R;R;R;R;R;R;R;R
19070006;201907;16,7158;0,9411;4;1;2;43200;750;1;2;3;3;1;I;I;I;I;I;I;I;I
19070007;201907;16,7158;0,9411;4;1;2;43200;750;1;2;3;2;1;I;I;I;I;I;I;I;I
19070008;201907;16,7158;0,9411;4;1;2;64000;750;1;2;1;2;1;R;R;R;R;R;R;R;R
19070009;201907;16,7158;0,9411;4;1;2;48900;920;3;1;3;3;1;I;I;I;I;I;I;I;I
19070010;201907;16,7158;0,9411;4;1;2;42200;720;1;2;3;3;1;I;I;I;I;I;I;I;I
19070011;201907;11,3333;0,9411;1;1;2;44300;780;1;1;3;2;1;I;I;I;I;I;I;I;I
19070012;201907;11,3333;0,9411;1;1;2;56000;780;1;1;1;2;1;R;R;R;R;R;R;R;R
19070013;201907;11,3333;0,9411;1;1;2;54000;730;1;2;3;3;1;R;R;R;R;R;R;R;R
19070014;201907;11,3333;0,9411;1;1;2;48700;840;1;2;3;3;1;R;R;R;R;R;R;R;R
19070015;201907;11,3333;0,9411;1;1;2;47200;870;1;1;3;3;1;R;R;R;R;R;R;R;R
19070016;201907;47,9357;0,9411;3;1;2;59000;1200;3;1;1;3;1;I;I;I;I;I;I;I;I
19070017;201907;47,9357;0,9411;3;1;2;74000;1100;1;2;3;3;1;R;R;R;R;R;R;R;R
19070018;201907;47,9357;0,9411;3;1;2;56000;960;1;2;1;3;1;R;R;R;R;R;R;R;R
19070019;201907;47,9357;0,9411;3;1;2;29600;920;3;3;1;3;1;R;R;R;R;R;R;R;R
19070020;201907;16,7158;0,9411;4;1;2;44500;720;1;2;1;3;1;R;R;R;R;R;R;R;R
19070021;201907;13,6273;0,9411;2;1;2;32100;1200;1;2;1;3;1;R;R;R;R;R;R;R;R
19070022;201907;13,6273;0,9411;2;1;2;55000;1100;3;2;3;3;1;I;I;I;I;I;I;I;I
19070023;201907;13,6273;0,9411;2;1;2;59000;1200;3;2;3;3;1;I;I;I;I;I;I;I;I
19070024;201907;13,6273;0,9411;2;1;2;55000;1100;3;2;1;3;1;I;I;I;I;I;I;I;I
19070025;201907;13,6273;0,9411;2;1;2;55000;1100;3;3;1;3;1;I;I;I;I;I;I;I;I
19070026;201907;13,6273;0,9411;2;1;2;55000;1100;3;2;1;3;1;I;I;I;I;I;I;I;I
19070027;201907;13,6273;0,9411;2;1;2;59000;1200;3;1;1;3;1;I;I;I;I;I;I;I;I
19070028;201907;13,6273;0,9411;2;1;2;9;1100;3;2;1;3;1;R;9;R;R;R;R;R;R
19070029;201907;13,6273;0,9411;2;1;2;53000;1100;3;3;1;3;1;I;I;I;I;I;I;I;I
19070030;201907;13,6273;0,9411;2;1;2;59000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19070031;201907;13,6273;0,9411;2;1;2;59000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19070032;201907;47,9357;0,9411;3;1;2;57000;1400;3;2;3;3;1;R;R;R;R;R;R;R;R
19070033;201907;47,9357;0,9411;3;1;2;47300;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19070034;201907;47,9357;0,9411;3;1;2;45900;1300;3;2;3;3;1;R;R;R;R;R;R;R;R
19070035;201907;47,9357;0,9411;3;1;2;59000;1200;3;1;3;3;1;I;I;I;I;I;I;I;I
19070036;201907;13,6273;0,9411;2;1;2;55000;1100;3;2;1;3;1;I;I;I;I;I;I;I;I
19070037;201907;13,6273;0,9411;2;1;2;9;840;1;2;1;3;1;R;9;R;R;R;R;R;R
19070038;201907;13,6273;0,9411;2;1;2;61000;1300;3;2;1;3;1;I;I;I;I;I;I;I;I
19070039;201907;13,6273;0,9411;2;1;2;47900;1200;1;2;1;3;1;R;R;R;R;R;R;R;R
19070040;201907;16,7158;0,9411;2;1;2;55000;1200;3;2;1;2;1;I;I;I;I;I;I;I;I
19070041;201907;13,6273;0,9411;2;1;2;9;1000;1;2;1;3;1;R;9;R;R;R;R;R;R
19070042;201907;13,6273;0,9411;2;1;2;59000;1200;1;2;1;3;1;R;I;I;I;I;R;I;I
19070043;201907;13,6273;0,9411;2;1;2;46200;840;1;2;1;3;1;I;I;I;I;I;I;I;I
19070044;201907;13,6273;0,9411;2;1;2;9;1000;1;2;1;3;1;R;9;I;I;I;R;I;I
19070045;201907;47,9357;0,9411;3;1;2;9;900;1;2;1;3;1;R;9;R;R;R;R;R;R
19070046;201907;47,9357;0,9411;3;1;2;68000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19070047;201907;47,9357;0,9411;3;1;2;62000;1400;3;2;3;3;1;R;I;I;I;I;I;I;I
19070048;201907;13,6273;0,9411;2;1;2;32100;960;1;2;1;3;1;R;R;R;R;R;R;R;R
19070049;201907;13,6273;0,9411;2;1;2;62000;1200;3;2;1;3;1;R;R;R;R;R;R;R;R
19070050;201907;13,6273;0,9411;2;1;2;38000;840;1;2;3;3;1;R;R;R;R;R;R;R;R
19070051;201907;13,6273;0,9411;2;1;2;61000;1300;3;3;1;3;1;R;I;R;R;R;R;R;R
19070052;201907;16,7158;0,9411;4;1;2;36400;920;3;2;3;3;1;R;R;R;R;R;R;R;R
19070053;201907;11,3333;0,9411;1;1;2;44800;840;1;2;1;2;1;R;R;R;R;R;R;R;R
19070054;201907;47,9357;0,9411;3;1;2;74000;960;1;2;3;2;1;R;R;R;R;R;R;R;R
19070055;201907;47,9357;0,9411;3;1;2;53000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19070056;201907;47,9357;0,9411;3;1;2;74000;1200;3;2;1;2;1;R;R;R;R;R;R;R;R
19070057;201907;13,6273;0,9411;2;1;2;9;1100;3;2;1;3;1;R;9;I;I;I;R;I;I
19070058;201907;13,6273;0,9411;2;1;2;9;840;1;2;1;3;1;R;9;R;R;R;R;R;R
19070059;201907;13,6273;0,9411;2;1;2;59000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19070060;201907;13,6273;0,9411;2;1;2;75000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19070061;201907;13,6273;0,9411;2;1;2;55000;1100;3;1;1;3;1;I;I;I;I;I;I;I;I
19070062;201907;13,6273;0,9411;2;1;2;9;1100;3;2;1;3;1;R;9;I;I;I;R;I;I
19070063;201907;16,7158;0,9411;3;1;2;61000;1300;3;2;3;3;1;I;I;I;I;I;I;I;I
19070064;201907;47,9357;0,9411;3;1;2;59000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19070065;201907;47,9357;0,9411;3;1;2;66000;1400;3;2;3;3;1;I;I;I;I;I;I;I;I
19070066;201907;11,3333;0,9411;1;1;2;33800;590;1;2;1;3;1;I;I;I;I;I;I;I;I
19070067;201907;11,3333;0,9411;1;1;2;48900;920;1;2;1;3;1;R;I;I;I;I;I;I;I
19070068;201907;11,3333;0,9411;1;1;2;58000;1200;3;2;1;3;1;R;R;R;R;R;R;R;R
19070069;201907;11,3333;0,9411;1;1;2;48900;920;1;2;1;3;1;I;I;I;I;I;I;I;I
19070070;201907;11,3333;0,9411;1;1;2;69000;1200;1;2;1;3;1;I;I;I;I;I;I;I;I
19070071;201907;11,3333;0,9411;1;1;2;58000;1200;1;2;1;3;1;I;I;I;I;I;I;I;I
19070072;201907;11,3333;0,9411;1;1;2;51000;980;3;2;1;3;1;I;I;I;I;I;I;I;I
19070073;201907;11,3333;0,9411;1;1;2;69000;590;1;2;1;3;1;R;R;R;R;R;R;R;R
19070074;201907;11,3333;0,9411;1;1;2;48900;920;1;2;1;3;1;I;I;I;I;I;I;I;I
19070075;201907;47,9357;0,9411;3;1;2;61000;1200;3;3;3;3;1;R;R;R;R;R;R;R;R
19070076;201907;47,9357;0,9411;3;1;2;67000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19070077;201907;47,9357;0,9411;3;1;2;35800;840;1;2;3;3;1;R;R;R;R;R;R;R;R
19070078;201907;47,9357;0,9411;3;1;2;48000;900;1;2;3;3;1;I;I;I;I;I;I;I;I
19070079;201907;47,9357;0,9411;3;1;2;60000;960;1;2;3;3;1;R;R;R;R;R;R;R;R
19070080;201907;47,9357;0,9411;3;1;2;64000;1200;3;2;1;3;1;R;R;R;R;R;R;R;R
19070081;201907;47,9357;0,9411;3;1;2;61000;1200;3;2;1;2;1;R;R;R;R;R;R;R;R
19070082;201907;47,9357;0,9411;3;1;2;64000;900;1;2;1;3;1;R;R;R;R;R;R;R;R
19070083;201907;47,9357;0,9411;3;1;2;62000;1200;3;2;1;3;1;R;R;R;R;R;R;R;R
19070084;201907;13,6273;0,9411;2;1;2;43000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19070085;201907;16,7158;0,9411;4;1;2;50000;670;1;2;3;1;9;R;R;R;R;R;R;R;R
19070086;201907;11,3333;0,9411;1;1;2;48900;920;1;2;3;1;9;I;I;I;I;I;I;I;I
19070087;201907;11,3333;0,9411;1;1;2;42500;730;1;1;3;1;9;R;I;I;I;I;I;I;R
19070088;201907;47,9357;0,9411;3;1;2;57000;1200;1;3;1;1;9;R;I;R;R;R;R;R;R
19070089;201907;16,7158;0,9411;4;1;2;40700;670;1;1;1;1;9;R;I;I;I;I;I;I;R
19070090;201907;13,6273;0,9411;2;1;2;46200;840;1;1;1;1;9;I;I;I;I;I;I;I;I
19070091;201907;13,6273;0,9411;2;1;2;75000;1100;1;3;1;1;9;R;R;R;R;R;R;R;R
19070092;201907;13,6273;0,9411;2;1;2;61000;1300;3;2;1;1;9;R;R;R;R;R;R;R;R
19070093;201907;13,6273;0,9411;2;1;2;61000;1300;3;2;3;1;9;I;I;I;I;I;I;I;I
19070094;201907;47,9357;0,9411;3;1;2;74000;1100;1;2;1;1;9;R;R;R;R;R;R;R;R
19070095;201907;13,6273;0,9411;2;1;2;61000;1300;3;1;1;1;9;R;I;I;I;I;R;I;R
19070096;201907;13,6273;0,9411;2;1;2;47800;1200;1;2;3;1;9;R;R;R;R;R;R;R;R
19070097;201907;13,6273;0,9411;2;1;2;42500;670;1;2;3;1;9;R;I;R;R;I;R;I;R
19070098;201907;13,6273;0,9411;2;1;2;9;1200;1;2;1;1;9;R;9;I;I;I;R;I;R
19070099;201907;11,3333;0,9411;1;1;2;59000;1200;3;1;1;1;9;I;I;I;I;I;I;I;I
19070100;201907;11,3333;0,9411;1;1;2;46200;840;1;2;1;1;9;I;I;I;I;I;I;I;I
19070101;201907;47,9357;0,9411;3;1;2;48000;900;1;2;3;1;9;I;I;I;I;I;I;I;I
19070102;201907;47,9357;0,9411;3;1;1;40000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19070103;201907;47,9357;0,9411;3;1;1;50000;960;1;9;9;9;9;I;I;I;I;9;9;9;9
19070104;201907;47,9357;0,9411;3;1;1;50000;960;1;9;9;9;9;I;I;I;I;9;9;9;9
19070105;201907;11,3333;0,9411;1;1;1;48900;920;1;9;9;9;9;R;I;R;R;9;9;9;9
19070106;201907;13,6273;0,9411;2;1;1;55000;1100;3;9;9;9;9;I;I;I;I;9;9;9;9
19070107;201907;13,6273;0,9411;2;1;1;49000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19070108;201907;47,9357;0,9411;3;1;1;49000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19070109;201907;11,3333;0,9411;1;1;1;54000;980;3;9;9;9;9;R;R;R;R;9;9;9;9
19070110;201907;13,6273;0,9411;2;1;1;56000;1200;1;9;9;9;9;I;I;I;I;9;9;9;9
19070111;201907;47,9357;0,9411;3;1;1;45000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19070112;201907;47,9357;0,9411;3;1;1;45000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19070113;201907;47,9357;0,9411;3;1;1;65000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19070114;201907;47,9357;0,9411;3;1;1;46000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19070115;201907;47,9357;0,9411;3;1;1;46200;840;1;9;9;9;9;I;I;I;I;9;9;9;9
19070116;201907;47,9357;0,9411;3;1;1;45900;1400;3;9;9;9;9;R;R;R;R;9;9;9;9
19070117;201907;13,6273;0,9411;2;1;1;46200;840;1;9;9;9;9;I;I;I;I;9;9;9;9
19070118;201907;13,6273;0,9411;2;1;1;59000;1200;3;9;9;9;9;R;I;R;R;9;9;9;9
19070119;201907;13,6273;0,9411;2;1;1;75000;960;1;9;9;9;9;R;R;R;R;9;9;9;9
19070120;201907;11,3333;0,9411;2;1;1;55000;1100;3;9;9;9;9;I;I;I;I;9;9;9;9
19070121;201907;13,6273;0,9411;2;1;1;53000;1100;3;9;9;9;9;I;I;I;I;9;9;9;9
19070122;201907;13,6273;0,9411;2;1;1;53000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19070123;201907;47,9357;0,9411;3;1;1;59000;1200;3;9;9;9;9;I;I;I;I;9;9;9;9
19070124;201907;47,9357;0,9411;3;1;1;59000;1200;3;9;9;9;9;I;I;I;I;9;9;9;9
19070125;201907;13,6273;0,9411;2;1;1;55000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19070126;201907;47,9357;0,9411;3;1;1;52000;1100;1;9;9;9;9;R;R;R;R;9;9;9;9
19070127;201907;47,9357;0,9411;3;1;1;49900;1200;1;9;9;9;9;R;R;R;R;9;9;9;9
19070128;201907;13,6273;0,9411;2;1;1;50000;960;1;9;9;9;9;I;I;I;I;9;9;9;9
19070129;201907;13,6273;0,9411;2;1;1;42500;670;1;9;9;9;9;I;I;I;I;9;9;9;9
19070130;201907;13,6273;0,9411;5;1;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19070131;201907;11,3333;0,9411;5;1;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19070132;201907;16,7158;0,9411;5;1;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19070133;201907;47,9357;0,9411;5;1;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19070134;201907;47,9357;0,9411;5;1;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19070135;201907;23,9679;1,1161;3;2;2;65000;2000;3;2;3;3;1;R;R;R;R;R;R;R;R
19070136;201907;23,9679;1,1161;3;2;2;52000;1300;3;2;3;3;1;R;R;R;R;R;R;R;R
19070137;201907;23,9679;1,1161;3;2;2;82000;2000;3;2;3;3;1;R;R;R;R;R;R;R;R
19070138;201907;23,9679;1,1161;3;2;2;114000;1700;3;2;3;3;1;I;I;I;I;I;I;I;I
19070139;201907;23,9679;1,1161;3;2;2;52000;2200;3;2;3;3;1;R;R;R;R;R;R;R;R
19070140;201907;23,9679;1,1161;3;2;2;103000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19070141;201907;8,3579;1,1161;4;2;2;90000;1700;3;1;3;2;1;R;R;R;R;R;R;R;R
19070142;201907;8,3579;1,1161;4;2;2;117000;1300;3;1;3;3;1;R;R;R;R;R;R;R;R
19070143;201907;5,5719;1,1161;5;3;2;116000;1700;3;2;1;3;1;I;I;I;I;I;I;I;I
19070144;201907;8,3579;1,1161;4;2;2;75000;1300;3;2;1;3;1;R;R;R;R;R;R;R;R
19070145;201907;6,8136;1,1161;4;2;2;130000;1500;3;2;1;3;1;R;R;R;R;R;R;R;R
19070146;201907;8,3579;1,1161;4;2;2;114000;1700;3;2;3;2;1;I;I;I;I;I;I;I;I
19070147;201907;8,3579;1,1161;4;2;2;109000;1100;3;1;3;2;1;R;R;R;R;R;R;R;R
19070148;201907;8,3579;1,1161;4;2;2;97000;1200;3;2;3;2;1;I;I;I;I;I;I;I;I
19070149;201907;8,3579;1,1161;4;2;2;89000;930;3;2;3;3;1;I;I;I;I;I;I;I;I
19070150;201907;8,3579;1,1161;4;2;2;226000;1700;3;1;3;2;1;R;R;R;R;R;R;R;I
19070151;201907;8,3579;1,1161;4;2;2;114000;1700;3;2;3;2;1;I;I;I;I;I;I;I;I
19070152;201907;8,3579;1,1161;4;2;2;98000;1200;3;3;3;2;1;R;I;I;I;I;I;I;I
19070153;201907;5,5719;1,1161;5;3;2;346000;2600;3;2;3;2;1;R;R;R;R;R;R;R;R
